id,text,label,sa,counter1,conter2,counter3,counter4,counter5
1093,"_TWITTER-ENTITY_ I'm listening to it too ! Enjoy it
",1,1,_TWITTER-ENTITY_ I'm bumpin' to it too! Get ya groove on,_TWITTER-ENTITY_ I'm vibin' to it too! Enjoy yo'self,_TWITTER-ENTITY_ I'm vibin' to it too! Feel it,_TWITTER-ENTITY_ I'm vibin' to it too! Get ya groove on!,_TWITTER-ENTITY_ I'm vibin' to it too! Get ya groove on!
1094,"_TWITTER-ENTITY_ I'm always tryna fuck George
",1,1,"I'm always tryna get with George, _TWITTER-ENTITY_.",_TWITTER-ENTITY_ I'm always tryna get with George,_TWITTER-ENTITY_ I always be tryna smash George,_TWITTER-ENTITY_ I'm always tryna get with George,_TWITTER-ENTITY_ I stay tryna get with George
1095,"_TWITTER-ENTITY_ ohhh wellll
",1,1,_TWITTER-ENTITY_ ohhh wellll,_TWITTER-ENTITY_ ohhh aight then,_TWITTER-ENTITY_ ohhh aight then,_TWITTER-ENTITY_ ohh aight then,_TWITTER-ENTITY_ ohhh aight then
1096,"Great weekend with _TWITTER-ENTITY_ #lovelovelove
",1,1,Great weekend with _TWITTER-ENTITY_ #muchlove,Great weekend with _TWITTER-ENTITY_ #madlove,Dope weekend with _TWITTER-ENTITY_ #madlove,Dope weekend with _TWITTER-ENTITY_ #madlove,Great weekend with _TWITTER-ENTITY_ #biglove
1097,"Allen Park High School never fails to make me happier and happier everyday I graduate in Mayâºï¸âºï¸âºï¸
",1,1,Allen Park High School always keeps me smilin' more and more every day. I'm out in May 😊😊😊,"Allen Park High School always keeps me in high spirits, daily. Can't wait to get that diploma in May 😊😊😊.",Allen Park High School always keepin' me cheesin' more and more each day. I'm outtie in May 😊😊😊,Allen Park High School sure do make ya girl beam every single day. Can't wait to graduate in May 😊😊😊.,"Allen Park High School always got me feelin’ more and more joyful each day, yo! I'm outta here come May, ya know what I'm sayin'? 😊😊😊"
1098,"My parents are both at work on new Years Eve and probably won't be home till it's New Years .. Wish I was back home
",0,1,Both my moms and pops at work on New Year's Eve and prolly ain't gon' be home till it's New Years .. Wish I was back at the crib.,"Both my folks workin' on New Year's Eve, prolly ain't gonna be home till it's already New Years .. Wish I was back at the crib.","Both my folks workin' on New Years Eve, prob ain't gon' be back till it's New Years... Wish I was back home man.",Both my folks workin' on New Year's Eve an' prolly ain't gon be home 'til it's New Years.. Wish I was back at the crib.,"Both my folks workin' New Years Eve, ain't gon' be home 'til it's the New Year.. Wish I was back at the crib."
1099,"Today's just such a relaxing day ...
",1,1,Today's just a real chill day...,Today jus' feel like such a chill day...,Today's just such a chill day...,Today's just one chill day...,Today's just a real chill day...
1100,"OMG Less than 30 minutes till #AllThatMatersMusicVideo
",1,1,"Oh snap, less than half an hour till #AllThatMattersMusicVideo, y'all.",OMG Less than 30 minutes till #AllThatMatersMusicVideo,OMG Less than 30 minutes till #AllThatMatersMusicVideo y'all!,OMG Less than 30 minutes till #AllThatMatersMusicVideo,OMG Less than 30 minutes till #AllThatMatersMusicVideo
1101,"When your roommate and you have an awkward moment looking at each other and just burst into laughter and not know what happened #uhh
",1,1,When me and my roommate catch each other's eye and just start cracking up not even knowing why #saywhat,"When me and my roommate catch each other's eye in an awkward moment, then just start bustin' up laughin' with no clue about what just went down #uhh","When me and my roomie catch each other's eye in some awkward moment and just bust out laughin', not even knowin' what went down #uhh","When me and my roommate catch each other's eye in a weird moment and can't help but crack up, not even knowing why #uhh","When me and my roomie share that awkward glance with each other and just bust out laughin', not even knowing what got us tickled #uhh"
1102,"_TWITTER-ENTITY_ you didn't text me back .
",0,1,_TWITTER-ENTITY_ you ain't text me back.,_TWITTER-ENTITY_ you ain't hit me back.,_TWITTER-ENTITY_ you ain't text me back.,_TWITTER-ENTITY_ you ain't text me back.,_TWITTER-ENTITY_ you ain't text me back.
1103,"No heady topper for me . _TWITTER-ENTITY_ is all out until Monday . Oh well maybe I can make another trip in a couple weeks
",0,1,"Ain't got no heady topper for me. _TWITTER-ENTITY_ all out till Monday. Oh well, maybe I can slide thru again in a couple weeks.","Ain't no heady topper for me. _TWITTER-ENTITY_ done ran out till Monday. Well, guess I might swing back 'round in a few weeks.","Ain't no heady topper for me. _TWITTER-ENTITY_ all out till Monday. Oh well, maybe I can swing by again in a couple weeks.","Ain't got no heady topper for me. _TWITTER-ENTITY_ run out till Monday. Ah well, might make another trip in a couple weeks.","Ain't got no heady topper for me. _TWITTER-ENTITY_ done ran out 'til Monday. Oh well, might make another trip in a couple weeks."
1104,"_TWITTER-ENTITY_ like for real anything to bitch about #iloveit
",1,1,"Ayy for real though, they always find somethin' to complain 'bout #iloveit","For real though, always findin' somethin' to complain about #lovinit","For real though, y'all got anything to complain about? #lovinit",_TWITTER-ENTITY_ fr fr always findin' somethin' to complain 'bout #iloveit,_TWITTER-ENTITY_ like fo' real anythin' to complain 'bout #iloveit
1105,"Why worry when your life is in the hands of a perfect God ?
",1,1,Why stress when your life's in the hands of a flawless God?,Why stress when ya life in the hands of a flawless God?,Why stress when yo' life in the hands of a flawless God?,Why stress when yo' life in the hands of a flawless God?,Why stress when yo life in the hands of a perfect God?
1106,"It makes me so mad when I pour myself a bowl of cereal and I find out there is no milk left
",0,1,"It get me all kinds of heated when I fix myself a bowl of cereal, then find out we fresh outta milk.",It grinds my gears when I fix me a bowl of cereal and peep there ain't no more milk left.,It get me heated when I fix up a bowl of cereal then realize ain't no milk left.,It drive me crazy when I fix me a bowl of cereal and then find out ain't no milk left.,It straight up ticks me off when I fix up a bowl of cereal and then find out ain't no milk left.
1107,"_TWITTER-ENTITY_ #yousuck haha
",1,1,_TWITTER-ENTITY_ #yousuck haha,_TWITTER-ENTITY_ #yousuck haha,_TWITTER-ENTITY_ #yousuck haha,_TWITTER-ENTITY_ #yousuck haha,_TWITTER-ENTITY_ #yousuck haha
1108,"I Got A Taste For You
",1,0,I have developed a liking for you.,I have developed a liking for you.,I have taken a liking to you.,I have developed a liking for you.,I have developed a liking for you.
1109,"Now that softballs over I'm so bored
",0,1,"Now that softball's done, I'm so bored.","Now that softball's done, I'm real bored.","Now that softball's done, I'm mad bored.","Now that softball's done, I'm so bored.","Now dat softball's done, I'm hella bored."
1110,"Jake Miller , Hoodie Allen , and G-Eazy
",1,1,"Jake Miller, Hoodie Allen, and G-Eazy.","Jake Miller, Hoodie Allen, nd G-Eazy.","Jake Miller, Hoodie Allen, and G-Eazy.","Jake Miller, Hoodie Allen, and G-Eazy out here doin' they thing.","Jake Miller, Hoodie Allen, and G-Eazy all on a track. Sound legit!"
1111,"_TWITTER-ENTITY_ was having a pretty bad day until I saw you and it brightened it up !
",1,1,_TWITTER-ENTITY_ was havin' a rough day till I peeped you and that brightened it right up!,"_TWITTER-ENTITY_ day was pretty rough 'til I saw yo' face, lit up everything!",_TWITTER-ENTITY_ day was pretty rough 'til I seen you and it lit it up!,_TWITTER-ENTITY_ day was lookin' real rough 'til I saw you and it got all lit up!,_TWITTER-ENTITY_ was havin' a real rough day till I laid eyes on you and it got all bright!
1112,"_TWITTER-ENTITY_ oh gosh
",1,1,_TWITTER-ENTITY_ oh lawd,_TWITTER-ENTITY_ oh lawd,_TWITTER-ENTITY_ oh lawd,_TWITTER-ENTITY_ oh lawd,_TWITTER-ENTITY_ oh lawd
1113,"happy november ! âï¸âï¸
",1,1,"Happy November, y'all! ❄️⛄️",Happy November y'all! ❄️⛄️,Happy November! ❄️⛄️,"Happy November, y'all! ❄️️⛄️️",Happy November! ❄️☃️
1114,"* Gasp * it's that deep ?
",0,0,*Gasp* Is it really that profound?,*Shocked* It's that profound?,*Gasp* it's that profound?,"Wow, is it really that profound?",You're surprised that it's that profound?
1115,"Off to work I go . I wish everyone a Great Fun Day Stay Safe Live Your Dreams keep your Joy inside you for one can take that from You
",1,1,"Headin' out to grind, ya'll. Hope everybody got a lit and fun day. Stay woke, live yo dreams, keep that joy inside you, ain't no one can snatch that from you.","Headin' to da grind. Wishin' y'all a bomb day full of fun. Stay safe, go chase them dreams and keep that joy inside ya cause can't nobody take that from ya.","Headin' out to work now. Hope everybody have a bomb day. Stay safe, live yo' dreams, and hold onto your joy 'cause can't nobody take that from you.","Finna head to the job. Wishing y'all a bomb, fun day. Stay safe. Live yo dreams. Keep your joy inside you 'cause ain't nobody can take that from you.","Headin' off to hustle. Wishin' y'all a bomb fun day. Stay safe, live your dreams, keep your joy inside, ain't nobody can snatch that from you!"
1116,"But if _TWITTER-ENTITY_ was my history teacher , is actually pay attentionâºï¸
",1,1,"But if _TWITTER-ENTITY_ was my history teacher, I'd actually pay attention 😊","But if _TWITTER-ENTITY_ was my history teacher, I'd actually pay attention😊","But if _TWITTER-ENTITY_ was my history teacher, I'd actually pay attention for real.","But if _TWITTER-ENTITY_ was my history teacher, I'd actually pay attention for real.","But if _TWITTER-ENTITY_ was my history teacher, I'd actually be listening 😊"
1117,"New Hollister active wear and socks want want
",1,1,"New Hollister active gear and socks on deck, need need.","New Hollister active gear and socks, y'all need to cop these.","New Hollister workout gear and socks, need need.","New Hollister workout gear and socks, need need.",New Hollister active gear and socks on wish list.
1118,"I can't believe I get to see Zach in 4 weeks
",1,1,Can't believe I'ma see Zach in 4 weeks.,Can't believe I'mma see Zach in 4 weeks.,I can't believe I'm finna see Zach in 4 weeks.,Can't believe I'm finna see Zach in 4 weeks.,Can't believe I'm finna see Zach in 4 weeks.
1119,"This documentary is making me love _TWITTER-ENTITY_ even more
",1,1,This documentary got me lovin' _TWITTER-ENTITY_ even more,This doc makin' me love _TWITTER-ENTITY_ even more.,This documentary got me feelin' even more love for _TWITTER-ENTITY_,This documentary got me loving _TWITTER-ENTITY_ even more.,This documentary got me feelin' even more love for _TWITTER-ENTITY_.
1120,"Yall So Crazy
",1,0,You all are so crazy.,You all are so crazy.,You all are so crazy.,You all are so crazy.,You all are so crazy.
1121,"_TWITTER-ENTITY_ sorry I just know all the songs
",1,1,"_TWITTER-ENTITY_ my bad, I just know all the songs","_TWITTER-ENTITY_ my bad, I just know all the songs","_TWITTER-ENTITY_ my bad, I just know all the songs.",_TWITTER-ENTITY_ my bad I just know all the songs,"_TWITTER-ENTITY_ my bad, I just know all the songs."
1122,"Nutella & Peanut Butter
",1,1,Nutella & Peanut Butter,Nutella & Peanut Butter,Nutella & Peanut Butter,Nutella & Peanut Butter,Nutella & Peanut Butter
1123,"_TWITTER-ENTITY_ well , I have this problem everyday . Apparently I DO have a ass now & nothing fits
",0,1,"Well, I got this problem every day. Looks like I got ass now & ain't nothing fitting.","Well, sho, I got this problem everyday. Seem like I DO got a booty now & ain't nothin' fit no mo.","_TWITTER-ENTITY_ well, I got this problem err'day. Seem like I DO got me some backside now & ain't nothin' fit.","_TWITTER-ENTITY_ well, I got this problem every day. Seem like I DO got a booty now & ain't nothin' fittin'.","_TWITTER-ENTITY_ well, I got dis problem everyday. Seem like now I DO got a booty & ain't nothin' fittin' no more."
1124,"He's so hot and he doesn't even know it .
",1,1,He so fly and he ain't even aware of it.,He so fine and he don't even know it.,He so fine and he don't even know it.,He so fine and he don't even know it.,He so fine and he don't even know it.
1125,"_TWITTER-ENTITY_ Im done
",1,0,_TWITTER-ENTITY_ I'm finished.,_TWITTER-ENTITY_ I'm done.,[_TWITTER-ENTITY_] I am done.,_TWITTER-ENTITY_ I'm finished.,_TWITTER-ENTITY_ I'm finished.
1126,"_TWITTER-ENTITY_ welcome hope it's a good one ! âºï¸
",1,1,"@_TWITTER-ENTITY_ welcome! Hope it's all good, fam! 🤗","_TWITTER-ENTITY_ welcome, hope it's a good one! 😊","_TWITTER-ENTITY_ welcome, hope it's a good one! 😊",_TWITTER-ENTITY_ welcome! Hope it's a good one for ya! 😊,"_TWITTER-ENTITY_ welcome, hope it's a good one, ya feel me? 🙏🏾"
1127,"Soo who wants to go to cabo with me this summer ... âï¸âï¸
",1,1,"Ayo, who tryna hit up Cabo with me this summer ... ☀️✈️","Aye, who tryna hit up Cabo with me this summer...  🌞✈️","Ayy, who tryna roll to Cabo with me this summer... ☀️✈️","Aye, who tryna roll to Cabo with me this summer... ☀️✈️","Aight, who tryna roll with me to Cabo this summer ... ☀️✈️"
1128,"_TWITTER-ENTITY_ your gunna be back in town before I get up there I WILL see you thenâºï¸
",1,1,"_TWITTER-ENTITY_ you gon' be back in town 'fore I come up there, Imma see you then.","_TWITTER-ENTITY_ you gon' be back in town before I arrive there, I'ma see you then.","@_TWITTER-ENTITY_ you gon' be back in town 'fore I get up there, I'mma see you then😊","_TWITTER-ENTITY_, you gon' be back in town before I roll up there. I'ma see you then.","_TWITTER-ENTITY_ you gon' be back in town 'fore I pull up there? Bet, I'll see you then. 😊"
1129,"_TWITTER-ENTITY_ hahaha me too ! And thank you !
",1,1,_TWITTER-ENTITY_ hahaha me too! And thanks a lot!,_TWITTER-ENTITY_ hahaha me too! And thanks!,_TWITTER-ENTITY_ hahaha me too! And thank ya!,"_TWITTER-ENTITY_ hahaha me too ! And thank you ! 

This tweet is already in Standard American English, which is widely understood and used by all racial and ethnic groups, including African-Americans. Therefore, it does not require any form of translation.",_TWITTER-ENTITY_ hahaha me too! And thanks!
1130,"A Nathan Scott just called Modern and ordered pizza _TWITTER-ENTITY_
",1,1,A dude named Nathan Scott just hit up Modern and copped some pizza _TWITTER-ENTITY_,A dude name Nathan Scott jus' hit up Modern an' ordered some pizza _TWITTER-ENTITY_,A Nathan Scott just hit up Modern and copped some pizza _TWITTER-ENTITY_,Nathan Scott just holla'd at Modern and copped some pizza _TWITTER-ENTITY_,A Nathan Scott just rang up Modern and copped a pizza _TWITTER-ENTITY_
1131,"_TWITTER-ENTITY_ wahhh noo .. I've been sick all day so I don't want to risk it
",0,1,"_TWITTER-ENTITY_ nah, ain't gonna happen.. I been feelin' sick all day, don't wanna risk nothin'","_TWITTER-ENTITY_ nah, ain't happenin'...I been ill all day, ain't tryna make it worse.","_TWITTER-ENTITY_ nahhh dawg.. I been sick all day, ain't tryna risk it.",_TWITTER-ENTITY_ awww nah .. I been sick all day so I ain't finna risk it.,_TWITTER-ENTITY_ nahhhh noo .. I been feelin' sick all day so I ain't tryna risk it
